saleinvcode,CustomerRef,date,invdiscperc,flatdisc,misccharges,invsalestax,remarks,looseqty,packqty,price,itemdiscperc,packunits,batch,expiry,salestax,itemname,datestring,customer,rowid
237194,,2/1/23 8:27,6,0,0,0,,5,0,17.5,0,10,kz015h,7/1/24 0:00,0,DISTALGESIC 37.5/325MG TAB,1/2/2023,****CASH SALES CUSTOMER,462883
237194,,2/1/23 8:27,6,0,0,0,,5,0,17.5,0,10,KZ019H,9/1/24 0:00,0,DISTALGESIC 37.5/325MG TAB,1/2/2023,****CASH SALES CUSTOMER,462884
237195,,2/1/23 8:28,0,2,0,0,,1,0,12.02,0,14,.,8/1/24 0:00,0,ZESTRIL 5MG TAB,1/2/2023,****CASH SALES CUSTOMER,462885
237195,,2/1/23 8:28,0,2,0,0,,1,0,10.35,0,14,.,10/1/24 0:00,0,TENORMIN 50MG TAB,1/2/2023,****CASH SALES CUSTOMER,462886
237196,,2/1/23 8:28,0,1,0,0,,2,0,11.95,0,100,.,2/1/25 0:00,0,ERYTHROCIN 250MG TAB,1/2/2023,****CASH SALES CUSTOMER,462887
237198,,2/1/23 8:30,0,0,0,0,,2,0,24.65,0,14,.,9/30/24 0:00,0,EXTOR 5/80 MG TAB,1/2/2023,****CASH SALES CUSTOMER,462889
237199,,2/1/23 8:35,0,0,0,0,,10,0,2.35,0,200,.,11/1/25 0:00,0,RASCODOL TAB 200S,1/2/2023,****CASH SALES CUSTOMER,462890
237200,,2/1/23 8:36,0,0,0,0,,1,0,8.11,0,15,.,10/1/25 0:00,0,ENTAMIZOLE DS TAB,1/2/2023,****CASH SALES CUSTOMER,462891
237200,,2/1/23 8:36,0,0,0,0,,1,0,5.02,0,60,.,10/1/27 0:00,0,IMODIUM CAP,1/2/2023,****CASH SALES CUSTOMER,462892
237200,,2/1/23 8:36,0,0,0,0,,2,0,23.21,0,14,.,10/1/24 0:00,0,EXVAL A 5MG+80MG TAB,1/2/2023,****CASH SALES CUSTOMER,462893
237201,,2/1/23 8:38,0,0,0,0,,2,0,12,0,30,.,9/1/25 0:00,0,SPADIX TAB,1/2/2023,****CASH SALES CUSTOMER,462894
237202,,2/1/23 8:42,0,0,0,0,,2,0,8.11,0,15,.,10/1/25 0:00,0,ENTAMIZOLE DS TAB,1/2/2023,****CASH SALES CUSTOMER,462895
237202,,2/1/23 8:42,0,0,0,0,,1,0,21,0,10,.,10/1/25 0:00,0,NOVIDAT 250MG TAB,1/2/2023,****CASH SALES CUSTOMER,462896
237203,,2/1/23 8:46,0,0,0,0,,1,0,74,0,1,.,11/1/24 0:00,0,RELTUS 120ML SYP,1/2/2023,****CASH SALES CUSTOMER,462897
237204,,2/1/23 8:47,5,0,0,0,,7,0,59.09,0,10,.,3/1/24 0:00,0,FAVERIN 100MG TAB(10),1/2/2023,****CASH SALES CUSTOMER,462898
237204,,2/1/23 8:47,5,0,0,0,,14,0,16.67,0,30,.,9/1/25 0:00,0,BUSRON 5MG TAB,1/2/2023,****CASH SALES CUSTOMER,462899
237205,,2/1/23 9:07,0,0,0,0,,20,0,2.35,0,200,.,11/1/25 0:00,0,RASCODOL TAB 200S,1/2/2023,****CASH SALES CUSTOMER,462900
237206,,2/1/23 9:07,3,2,0,0,,30,0,4.53,0,30,.,8/1/25 0:00,0,GLUCOVANCE 500/2.5MG TAB,1/2/2023,****CASH SALES CUSTOMER,462901
237207,,2/1/23 9:08,0,0,0,0,,2,0,17,0,30,.,9/1/25 0:00,0,DICLORAN SR 100MG TAB,1/2/2023,****CASH SALES CUSTOMER,462902
237208,,2/1/23 9:09,0,0,0,0,,1,0,9.5,0,30,.,10/1/24 0:00,0,NIMS TAB NEW(30S),1/2/2023,****CASH SALES CUSTOMER,462903
237209,,2/1/23 9:11,0,0,0,0,,1,0,23.78,0,1,.,9/1/27 0:00,0,EMKIT 0.75MG(2'S)TAB,1/2/2023,****CASH SALES CUSTOMER,462904
237209,,2/1/23 9:11,0,0,0,0,,2,0,12,0,30,.,9/1/25 0:00,0,SPADIX TAB,1/2/2023,****CASH SALES CUSTOMER,462905
237210,,2/1/23 9:18,0,3,0,0,,3,0,41,0,10,.,10/1/25 0:00,0,LEFLOX 500MG TAB,1/2/2023,****CASH SALES CUSTOMER,462906
237211,,2/1/23 9:20,0,0,0,0,,1,0,240,0,1,.,12/12/24 0:00,0,ROUGH RIDER CONDOM 12'S,1/2/2023,****CASH SALES CUSTOMER,462907
237212,,2/1/23 9:21,0,0,0,0,,1,0,914,0,1,.,10/1/24 0:00,0,MIXTARD 10ML VIAL,1/2/2023,****CASH SALES CUSTOMER,462908
237213,,2/1/23 9:22,0,0,0,0,,1,0,15.64,0,30,.,9/1/23 0:00,0,THERAGRAN ULTRA TAB,1/2/2023,****CASH SALES CUSTOMER,462909
237214,,2/1/23 9:23,0,0,0,0,   BABAR SB,1,0,275,4.5,1,.,11/1/23 0:00,0,ELFERB SYRUP,1/2/2023,****CASH SALES CUSTOMER,462910
237214,,2/1/23 9:23,0,0,0,0,   BABAR SB,1,0,245,4,1,.,9/1/24 0:00,0,OXIDIL 500 IM INJ,1/2/2023,****CASH SALES CUSTOMER,462911
237214,,2/1/23 9:23,0,0,0,0,   BABAR SB,1,0,15,0,100,.,8/11/27 0:00,0,3CC SHIFA DISPOSABLE SYRINGE,1/2/2023,****CASH SALES CUSTOMER,462912
237214,,2/1/23 9:23,0,0,0,0,   BABAR SB,1,0,78.06,0,1,.,11/1/25 0:00,0,ACEFYL RESPIRATORY 60ML SYP,1/2/2023,****CASH SALES CUSTOMER,462913
237214,,2/1/23 9:23,0,0,0,0,   BABAR SB,1,0,166.05,4,1,.,9/1/24 0:00,0,TERCICA SYP 120ML,1/2/2023,****CASH SALES CUSTOMER,462914
237215,,2/1/23 9:24,0,0,0,0,,1,0,99.32,0,1,.,12/12/24 0:00,0,AMOXIL 125MG 90ML SYP,1/2/2023,****CASH SALES CUSTOMER,462915
237216,,2/1/23 9:25,0,0,0,0,,6,0,7.81,0,15,.,9/1/24 0:00,0,NUBEROL FORTE TAB,1/2/2023,****CASH SALES CUSTOMER,462916
237217,,2/1/23 9:27,0,0,0,0,,1,0,870,0,1,.,1/1/24 0:00,0,LACTOGEN 1 400G,1/2/2023,****CASH SALES CUSTOMER,462917
237217,,2/1/23 9:27,0,0,0,0,,1,0,325,0,1,.,10/1/24 0:00,0,SUNNY D STAT CAP,1/2/2023,****CASH SALES CUSTOMER,462918
237218,,2/1/23 9:28,0,0,0,0,,1,0,245,0,1,.,12/12/24 0:00,0,DETTOL HAND SANITIZER 50ML,1/2/2023,****CASH SALES CUSTOMER,462919
237219,,2/1/23 9:32,0,0,0,0,,10,0,1.1,0,250,.,12/12/24 0:00,0,SURFICOL TAB,1/2/2023,****CASH SALES CUSTOMER,462920
237219,,2/1/23 9:32,0,0,0,0,,1,0,12,0,30,.,12/12/24 0:00,0,JOHAR JOSHANDA QARSHI,1/2/2023,****CASH SALES CUSTOMER,462921
237220,,2/1/23 9:36,3,0,0,0,,3,0,17.71,0,12,.,10/1/25 0:00,0,VELOSEF 250MG CAP,1/2/2023,****CASH SALES CUSTOMER,462922
237220,,2/1/23 9:36,3,0,0,0,,2,0,20,0,14,.,8/1/24 0:00,0,KESTINE 10MG TAB,1/2/2023,****CASH SALES CUSTOMER,462923
237221,,2/1/23 9:38,0,0,0,0,,1,0,32.79,0,14,.,12/12/24 0:00,0,GABLIN 100MG CAP,1/2/2023,****CASH SALES CUSTOMER,462924
237221,,2/1/23 9:38,0,0,0,0,,1,0,17.15,0,20,094h,9/1/24 0:00,0,TONOFLEX P TAB (NEW),1/2/2023,****CASH SALES CUSTOMER,462925
237221,,2/1/23 9:38,0,0,0,0,,1,0,6.85,0,100,.,9/1/24 0:00,0,EPIVAL 250MG TAB,1/2/2023,****CASH SALES CUSTOMER,462926
237222,,2/1/23 9:41,5,0,0,0,,4,0,3.08,0,100,.,12/1/24 0:00,0,COLDREX TAB,1/2/2023,****CASH SALES CUSTOMER,462927
